ano_campeonato;data;rodada;estadio;arbitro;publico;publico_max;time_mandante;time_visitante;tecnico_mandante;tecnico_visitante;colocacao_mandante;colocacao_visitante;valor_equipe_titular_mandante;valor_equipe_titular_visitante;idade_media_titular_mandante;idade_media_titular_visitante;gols_mandante;gols_visitante;gols_1_tempo_mandante;gols_1_tempo_visitante;media_gol_mandante;media_gol_visitante;Artilheiro;Resultado_Jogo;escanteios_mandante;escanteios_visitante;faltas_mandante;faltas_visitante;chutes_bola_parada_mandante;chutes_bola_parada_visitante;defesas_mandante;defesas_visitante;impedimentos_mandante;impedimentos_visitante;chutes_mandante;chutes_visitante;chutes_fora_mandante;chutes_fora_visitante
2008;16/07/2008;12;Estádio Adelmar da Costa Carvalho;Paulo César de Oliveira;0;;Sport Recife;Grêmio;Nelsinho Baptista;Celso Roth;12;3;9050000;12450000;29.6;24.5;2;2;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/07/2008;12;Estádio Orlando Scarpelli;Jailson Macedo Freitas;0;;Figueirense FC;Santos FC;Paulo César Gusmão;Cuca;8;19;8750000;21050000;23.7;25.1;3;0;2;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/07/2008;12;Allianz Parque;Leandro Pedro Vuaden;0;;Palmeiras;Fluminense;Vanderlei Luxemburgo;Renato Gaúcho;5;18;26300000;34200000;27.0;27.6;3;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/07/2008;12;Estádio Manoel Barradas;Sergio da Silva Carvalho;35000;;EC Vitória;São Paulo;Vágner Mancini;Muricy Ramalho;4;6;7350000;37100000;25.9;27.1;1;3;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/07/2008;12;Estádio Doutor Osvaldo Texeira Duarte;Ricardo Marques Ribeiro;0;;Portuguesa;Náutico;Vágner Benazzi;Leandro Machado;16;7;10300000;7350000;27.3;25.9;3;2;0;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/07/2008;12;Estádio Major Antônio Couto Pereira;José Henrique de Carvalho;0;;Coritiba FC;Flamengo;Dorival Júnior;Caio Júnior;11;1;6400000;28600000;23.5;27.0;1;0;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/07/2008;12;Estádio Beira-Rio;Rodrigo Braghetto;24343;;Internacional;Atlético-MG;Tite;Alexandre Gallo;9;14;19500000;7900000;27.3;25.0;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/07/2008;12;Estádio São Januário;Wilson Luiz Seneme;0;;Vasco da Gama;Goiás EC;Antônio Lopes;Vadão;10;17;15950000;7350000;24.3;27.8;1;1;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;19/07/2008;13;Estádio Olímpico Monumental;Sergio da Silva Carvalho;28217;;Grêmio;Cruzeiro;Celso Roth;Adilson Batista;3;2;12750000;22850000;24.3;24.7;1;0;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;19/07/2008;13;Estádio Jornalista Mário Filho;Ricardo Marques Ribeiro;0;;Fluminense;Figueirense FC;Renato Gaúcho;Paulo César Gusmão;18;7;32100000;5200000;28.0;24.0;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;19/07/2008;13;Estádio Municipal João Lamego Netto;Wilson Souza de Mendonça;0;;Ipatinga FC;Portuguesa;Ricardo Drubscky;Vágner Benazzi;20;14;4050000;9950000;25.3;26.5;4;1;2;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Estádio Eládio de Barros Carvalho;Rodrigo Martins Cintra;0;;Náutico;Internacional;Leandro Machado;Tite;10;8;7200000;13300000;26.0;25.6;1;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Estádio Urbano Caldeira;Luiz Alberto Sardinha Bites;0;;Santos FC;Sport Recife;Cuca;Nelsinho Baptista;19;13;19050000;8350000;26.4;28.8;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Estádio Cícero Pompeu de Toledo;Leandro Pedro Vuaden;0;;São Paulo;Botafogo;Muricy Ramalho;Ney Franco;5;12;30150000;11750000;26.3;27.5;2;1;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Arena da Baixada;Wallace Nascimento Valente;0;;Atlético-PR;Vasco da Gama;Roberto Fernandes;Antônio Lopes;15;11;11900000;10300000;24.8;24.2;3;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Estádio Jornalista Mário Filho;Elmo Alves Resende Cunha;41827;;Flamengo;EC Vitória;Caio Júnior;Vágner Mancini;1;6;24300000;7450000;26.7;25.5;0;1;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Estádio do Governo do Estado de Goiás;Alício Pena Junior;0;;Goiás EC;Palmeiras;Vadão;Vanderlei Luxemburgo;17;4;7150000;24300000;28.1;27.1;3;2;2;2;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/07/2008;13;Estádio Governador Magalhães Pinto;Cleber Wellington Abade;0;;Atlético-MG;Coritiba FC;Alexandre Gallo;Dorival Júnior;16;9;6400000;7450000;27.2;23.9;3;2;2;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio Olímpico Nilton Santos;Leonardo Gaciba da Silva;0;;Botafogo;Atlético-MG;Ney Franco;Alexandre Gallo;14;13;14250000;5750000;27.3;25.7;4;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio Major Antônio Couto Pereira;Francisco de Assis Almeida Filho;12734;;Coritiba FC;Ipatinga FC;Dorival Júnior;Ricardo Drubscky;10;20;6200000;3550000;23.5;25.7;1;0;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio Manoel Barradas;Wagner Tardelli Azevedo;0;;EC Vitória;Náutico;Vágner Mancini;Leandro Machado;5;9;6450000;6800000;25.6;24.3;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio Beira-Rio;Héber Lopes;41674;;Internacional;São Paulo;Tite;Muricy Ramalho;7;4;15950000;27500000;27.2;27.8;2;0;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio São Januário;Marcelo de Lima Henrique;0;;Vasco da Gama;Fluminense;Antônio Lopes;Renato Gaúcho;12;18;12450000;18600000;24.7;28.6;3;3;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio Governador Magalhães Pinto;Péricles Bassols Pegado Cortez;0;;Cruzeiro;Goiás EC;Adilson Batista;Vadão;3;17;26450000;6950000;25.3;27.3;0;1;0;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/07/2008;14;Estádio Doutor Osvaldo Texeira Duarte;Evandro Rogerio Roman;0;;Portuguesa;Flamengo;Vágner Benazzi;Caio Júnior;16;1;11900000;27800000;28.0;26.6;2;2;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;24/07/2008;14;Estádio Adelmar da Costa Carvalho;Djalma José Beltrami Teixeira;0;;Sport Recife;Atlético-PR;Nelsinho Baptista;Roberto Fernandes;15;11;7700000;9450000;28.7;24.2;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;24/07/2008;14;Allianz Parque;José Henrique de Carvalho;0;;Palmeiras;Santos FC;Vanderlei Luxemburgo;Cuca;6;19;22850000;17650000;26.4;26.0;4;2;4;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;24/07/2008;14;Estádio Orlando Scarpelli;Paulo César de Oliveira;0;;Figueirense FC;Grêmio;Paulo César Gusmão;Celso Roth;8;2;8850000;11700000;23.9;25.3;1;7;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;26/07/2008;15;Estádio Municipal João Lamego Netto;Sergio da Silva Carvalho;0;;Ipatinga FC;Internacional;Ricardo Drubscky;Tite;20;7;4400000;17500000;26.0;27.8;1;0;0;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;26/07/2008;15;Estádio Eládio de Barros Carvalho;Marcelo de Lima Henrique;0;;Náutico;Coritiba FC;Leandro Machado;Dorival Júnior;11;8;6250000;5100000;24.9;26.0;1;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;26/07/2008;15;Estádio Jornalista Mário Filho;Wilson Luiz Seneme;0;;Fluminense;Cruzeiro;Renato Gaúcho;Adilson Batista;18;5;14000000;25000000;27.7;24.4;1;3;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Estádio Olímpico Monumental;Wagner Tardelli Azevedo;0;;Grêmio;Palmeiras;Celso Roth;Vanderlei Luxemburgo;1;4;9800000;19550000;24.0;26.4;1;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Estádio Jornalista Mário Filho;Salvio Fagundes Filho;0;;Flamengo;Botafogo;Caio Júnior;Ney Franco;2;10;23400000;14300000;27.3;27.7;0;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Estádio Cícero Pompeu de Toledo;Leandro Pedro Vuaden;0;;São Paulo;Portuguesa;Muricy Ramalho;Vágner Benazzi;6;16;23150000;7600000;28.0;28.3;3;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Estádio Governador Magalhães Pinto;Héber Lopes;0;;Atlético-MG;EC Vitória;Alexandre Gallo;Vágner Mancini;17;3;5150000;8900000;28.2;26.8;2;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Arena da Baixada;José Henrique de Carvalho;17528;;Atlético-PR;Figueirense FC;Roberto Fernandes;Paulo César Gusmão;15;9;11500000;7850000;23.7;22.6;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Estádio do Governo do Estado de Goiás;Pablo dos Santos Alves;0;;Goiás EC;Sport Recife;Vadão;Nelsinho Baptista;13;12;6750000;10050000;29.2;28.0;1;2;1;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;27/07/2008;15;Estádio Urbano Caldeira;Giulliano Bozzano;0;;Santos FC;Vasco da Gama;Cuca;Antônio Lopes;19;14;19300000;11800000;25.2;23.1;5;2;2;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Estádio Olímpico Nilton Santos;Luiz Flávio de Oliveira;0;;Botafogo;Goiás EC;Ney Franco;Vadão;11;15;14500000;6750000;27.8;28.8;2;0;2;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Allianz Parque;Leonardo Gaciba da Silva;26854;;Palmeiras;Flamengo;Vanderlei Luxemburgo;Caio Júnior;6;2;24700000;28900000;26.8;26.6;1;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Estádio Beira-Rio;Djalma José Beltrami Teixeira;22228;;Internacional;Santos FC;Tite;Cuca;8;18;8700000;18600000;26.8;25.4;0;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Estádio Orlando Scarpelli;Evandro Rogerio Roman;0;;Figueirense FC;São Paulo;Paulo César Gusmão;Muricy Ramalho;10;4;6750000;23300000;22.7;28.1;1;1;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Estádio Governador Magalhães Pinto;Carlos Simon;19209;;Cruzeiro;Náutico;Adilson Batista;Leandro Machado;3;13;25350000;6750000;25.5;25.0;4;2;2;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Estádio Doutor Osvaldo Texeira Duarte;Alício Pena Junior;0;;Portuguesa;Fluminense;Vágner Benazzi;Renato Gaúcho;17;19;7900000;15650000;29.0;24.9;3;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;30/07/2008;16;Estádio Manoel Barradas;William Marcelo Souza Nery;0;;EC Vitória;Atlético-PR;Vágner Mancini;Roberto Fernandes;5;14;6950000;11600000;25.5;23.5;2;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;31/07/2008;16;Estádio Major Antônio Couto Pereira;Wallace Nascimento Valente;0;;Coritiba FC;Grêmio;Dorival Júnior;Celso Roth;7;1;6550000;11500000;24.7;24.9;0;1;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;31/07/2008;16;Estádio Adelmar da Costa Carvalho;Sandro Ricci;0;;Sport Recife;Ipatinga FC;Nelsinho Baptista;Ricardo Drubscky;9;20;7600000;4000000;28.5;25.7;3;1;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;31/07/2008;16;Estádio São Januário;Jailson Macedo Freitas;4810;;Vasco da Gama;Atlético-MG;Antônio Lopes;Alexandre Gallo;16;12;8600000;5500000;25.0;26.7;6;1;3;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;02/08/2008;17;Estádio do Governo do Estado de Goiás;Wagner Tardelli Azevedo;0;;Goiás EC;Portuguesa;Vadão;Vágner Benazzi;18;13;5450000;11200000;27.9;27.7;4;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;02/08/2008;17;Estádio Eládio de Barros Carvalho;Héber Lopes;0;;Náutico;Figueirense FC;Leandro Machado;Paulo César Gusmão;14;11;7450000;7200000;26.5;24.0;1;2;0;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;02/08/2008;17;Estádio Jornalista Mário Filho;José Henrique de Carvalho;10092;;Fluminense;Internacional;Renato Gaúcho;Tite;19;10;17050000;13950000;26.2;28.7;1;2;0;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Estádio Olímpico Monumental;Salvio Fagundes Filho;0;;Grêmio;EC Vitória;Celso Roth;Vágner Mancini;1;3;11500000;8550000;24.9;26.4;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Estádio Jornalista Mário Filho;Carlos Simon;37210;;Flamengo;Cruzeiro;Caio Júnior;Adilson Batista;4;2;26550000;26350000;25.3;25.6;1;2;0;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Estádio Cícero Pompeu de Toledo;Sergio da Silva Carvalho;0;;São Paulo;Vasco da Gama;Muricy Ramalho;Antônio Lopes;6;12;24850000;12450000;26.7;24.0;4;0;2;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Estádio Urbano Caldeira;Pablo dos Santos Alves;10261;;Santos FC;Coritiba FC;Cuca;Dorival Júnior;17;8;18600000;5950000;24.4;26.6;1;3;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Estádio Municipal João Lamego Netto;Gutemberg de Paula Fonseca;0;;Ipatinga FC;Palmeiras;Ricardo Drubscky;Vanderlei Luxemburgo;20;5;3200000;24700000;25.6;26.8;1;2;0;1;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Estádio Governador Magalhães Pinto;Djalma José Beltrami Teixeira;0;;Atlético-MG;Sport Recife;Marcelo Oliveira;Nelsinho Baptista;15;7;7050000;8450000;26.4;28.8;2;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;03/08/2008;17;Arena da Baixada;Arilson Bispo da Anunciação;16966;;Atlético-PR;Botafogo;Roberto Fernandes;Ney Franco;16;9;10150000;11750000;23.5;26.9;0;3;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Estádio Olímpico Monumental;Wilson Souza de Mendonça;0;;Grêmio;Ipatinga FC;Celso Roth;Ricardo Drubscky;1;20;11500000;3300000;24.9;24.2;1;0;1;0;3;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Estádio do Governo do Estado de Goiás;Rodrigo Martins Cintra;39200;;Goiás EC;Flamengo;Vadão;Caio Júnior;13;6;7100000;27150000;28.5;26.6;2;1;0;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Estádio Jornalista Mário Filho;Leonardo Gaciba da Silva;0;;Fluminense;São Paulo;Renato Gaúcho;Muricy Ramalho;19;4;16950000;28700000;27.7;27.6;3;1;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Arena da Baixada;Wilson Luiz Seneme;0;;Atlético-PR;Náutico;Tico dos Santos;Leandro Machado;17;16;8800000;5950000;23.9;25.8;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Estádio Adelmar da Costa Carvalho;Antonio Hora Filho;0;;Sport Recife;Portuguesa;Nelsinho Baptista;Vágner Benazzi;10;15;9050000;7800000;28.5;28.2;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Estádio Urbano Caldeira;Elmo Alves Resende Cunha;0;;Santos FC;Atlético-MG;Cuca;Marcelo Oliveira;18;12;18050000;7350000;24.8;26.6;2;3;2;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;06/08/2008;18;Estádio São Januário;Leandro Pedro Vuaden;0;;Vasco da Gama;Coritiba FC;Antônio Lopes;Dorival Júnior;14;7;9550000;6700000;24.6;25.5;0;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;07/08/2008;18;Estádio Governador Magalhães Pinto;Paulo César de Oliveira;30861;;Cruzeiro;Internacional;Adilson Batista;Tite;2;9;29200000;17750000;25.7;29.7;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;07/08/2008;18;Allianz Parque;Marcelo de Lima Henrique;0;;Palmeiras;EC Vitória;Vanderlei Luxemburgo;Vágner Mancini;3;5;27600000;8900000;26.6;26.4;3;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;07/08/2008;18;Estádio Orlando Scarpelli;Ricardo Marques Ribeiro;8570;;Figueirense FC;Botafogo;Paulo César Gusmão;Ney Franco;11;8;7350000;14350000;24.1;26.2;1;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;09/08/2008;19;Estádio Jornalista Mário Filho;Sergio da Silva Carvalho;0;;Flamengo;Atlético-PR;Caio Júnior;Tico dos Santos;7;14;25900000;11700000;25.1;24.3;1;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;09/08/2008;19;Estádio Cícero Pompeu de Toledo;Francisco de Assis Almeida Filho;0;;São Paulo;Goiás EC;Muricy Ramalho;Vadão;4;13;28300000;6950000;27.8;29.0;2;1;2;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;09/08/2008;19;Estádio Governador Magalhães Pinto;Sandro Ricci;0;;Atlético-MG;Grêmio;Marcelo Oliveira;Celso Roth;11;1;8650000;20300000;25.2;24.8;0;4;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Olímpico Nilton Santos;Leandro Pedro Vuaden;29379;;Botafogo;Palmeiras;Ney Franco;Vanderlei Luxemburgo;8;3;12800000;22700000;28.1;27.0;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Eládio de Barros Carvalho;Luís Antônio Silva Santos;13711;;Náutico;Santos FC;Roberto Fernandes;Cuca;17;18;7600000;13550000;27.5;24.2;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Doutor Osvaldo Texeira Duarte;Wallace Nascimento Valente;0;;Portuguesa;Cruzeiro;Vágner Benazzi;Adilson Batista;16;2;7300000;20900000;27.1;25.8;2;1;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Major Antônio Couto Pereira;William Marcelo Souza Nery;20077;37182;Coritiba FC;Sport Recife;Dorival Júnior;Nelsinho Baptista;5;9;9800000;8450000;25.6;28.2;3;0;2;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Manoel Barradas;Alício Pena Junior;0;;EC Vitória;Vasco da Gama;Vágner Mancini;Tita;6;15;10050000;11500000;25.9;25.3;5;0;2;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Municipal João Lamego Netto;Evandro Rogerio Roman;0;;Ipatinga FC;Fluminense;Ricardo Drubscky;Renato Gaúcho;20;19;4300000;15850000;24.5;26.9;2;1;0;1;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;10/08/2008;19;Estádio Beira-Rio;Cleber Wellington Abade;25659;;Internacional;Figueirense FC;Tite;Paulo César Gusmão;10;12;22550000;7350000;28.7;23.1;1;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/08/2008;20;Estádio Governador Magalhães Pinto;Evandro Rogerio Roman;16678;;Cruzeiro;EC Vitória;Adilson Batista;Vágner Mancini;2;6;28450000;6800000;26.3;26.3;2;1;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/08/2008;20;Arena da Baixada;Marcelo de Lima Henrique;0;;Atlético-PR;Ipatinga FC;Tico dos Santos;Ricardo Drubscky;16;20;12050000;3900000;24.3;24.9;5;0;2;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;16/08/2008;20;Estádio Orlando Scarpelli;Leonardo Gaciba da Silva;0;;Figueirense FC;Portuguesa;Paulo César Gusmão;Vágner Benazzi;11;14;9950000;7150000;23.6;27.8;2;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Estádio Olímpico Monumental;Alício Pena Junior;40256;;Grêmio;São Paulo;Celso Roth;Muricy Ramalho;1;4;20300000;28300000;24.8;27.7;1;0;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Estádio do Governo do Estado de Goiás;Carlos Simon;0;;Goiás EC;Náutico;Vadão;Roberto Fernandes;13;15;7950000;7350000;28.9;27.4;3;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Allianz Parque;Sergio da Silva Carvalho;0;;Palmeiras;Coritiba FC;Vanderlei Luxemburgo;Dorival Júnior;3;5;21000000;9800000;26.5;25.7;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Estádio Jornalista Mário Filho;Luiz Flávio de Oliveira;0;;Fluminense;Atlético-MG;Cuca;Marcelo Oliveira;19;12;18400000;9150000;26.5;25.7;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Estádio Adelmar da Costa Carvalho;Wallace Nascimento Valente;0;;Sport Recife;Botafogo;Nelsinho Baptista;Ney Franco;9;8;8200000;16500000;27.6;26.4;0;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Estádio São Januário;José Henrique de Carvalho;5387;;Vasco da Gama;Internacional;Tita;Tite;17;10;10150000;26150000;25.0;29.9;4;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;17/08/2008;20;Estádio Urbano Caldeira;Héber Lopes;15359;;Santos FC;Flamengo;Márcio Fernandes;Caio Júnior;18;7;14500000;28050000;25.7;27.1;2;2;1;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Olímpico Nilton Santos;Giulliano Bozzano;0;;Botafogo;Cruzeiro;Ney Franco;Adilson Batista;4;2;16000000;23250000;26.0;25.1;1;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Major Antônio Couto Pereira;Salvio Fagundes Filho;12360;;Coritiba FC;Figueirense FC;Dorival Júnior;Paulo César Gusmão;7;9;10000000;9950000;24.6;23.6;3;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Manoel Barradas;Pablo dos Santos Alves;7618;35632;EC Vitória;Sport Recife;Vágner Mancini;Nelsinho Baptista;8;10;7400000;8000000;26.9;27.7;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Municipal João Lamego Netto;Wagner Tardelli Azevedo;0;;Ipatinga FC;Santos FC;Ricardo Drubscky;Márcio Fernandes;20;19;2600000;11900000;25.0;26.2;1;1;0;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Eládio de Barros Carvalho;Antonio Hora Filho;0;;Náutico;Fluminense;Roberto Fernandes;Cuca;17;18;6400000;19500000;27.6;26.6;1;3;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Cícero Pompeu de Toledo;tbc;0;;São Paulo;Atlético-PR;Muricy Ramalho;Mário Sérgio;5;14;28100000;10250000;28.9;24.3;3;1;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;20/08/2008;21;Estádio Beira-Rio;tbc;14470;;Internacional;Palmeiras;Tite;Vanderlei Luxemburgo;12;3;24850000;22400000;29.9;26.8;4;1;2;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;21/08/2008;21;Estádio Jornalista Mário Filho;Wilson Luiz Seneme;31716;;Flamengo;Grêmio;Caio Júnior;Celso Roth;6;1;28400000;18500000;27.5;25.5;2;1;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;21/08/2008;21;Estádio Doutor Osvaldo Texeira Duarte;Sandro Ricci;0;;Portuguesa;Vasco da Gama;Vágner Benazzi;Tita;16;15;6250000;11450000;27.0;23.9;0;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;21/08/2008;21;Estádio Governador Magalhães Pinto;Djalma José Beltrami Teixeira;0;;Atlético-MG;Goiás EC;Marcelo Oliveira;Vadão;13;11;8200000;7250000;25.5;28.8;1;1;1;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2008;23/08/2008;22;Estádio Jornalista Mário Filho;Elmo Alves Resende Cunha;11442;;Fluminense;Sport Recife;Cuca;Nelsinho Baptista;16;10;20600000;7200000;25.8;28.2;1;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
