ano_campeonato;data;rodada;estadio;arbitro;publico;publico_max;time_mandante;time_visitante;tecnico_mandante;tecnico_visitante;colocacao_mandante;colocacao_visitante;valor_equipe_titular_mandante;valor_equipe_titular_visitante;idade_media_titular_mandante;idade_media_titular_visitante;gols_mandante;gols_visitante;gols_1_tempo_mandante;gols_1_tempo_visitante;media_gol_mandante;media_gol_visitante;Artilheiro;Resultado_Jogo;escanteios_mandante;escanteios_visitante;faltas_mandante;faltas_visitante;chutes_bola_parada_mandante;chutes_bola_parada_visitante;defesas_mandante;defesas_visitante;impedimentos_mandante;impedimentos_visitante;chutes_mandante;chutes_visitante;chutes_fora_mandante;chutes_fora_visitante
2007;03/05/2007;1;Estádio Beira-Rio;Paulo César de Oliveira;11870;;Internacional;Botafogo;;;12;6;;;;;2;3;1;1;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Orlando Scarpelli;Vinícius da Costa;6222;;Figueirense FC;Atlético-PR;;;18;1;;;;;3;6;1;3;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Durival Britto e Silva;Elvecio Zequetto;3568;;Paraná;Grêmio;Zetti;Mano Menezes;3;20;1000000;1500000;26.5;24.0;3;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Jornalista Mário Filho;Leonardo Gaciba da Silva;7801;;Flamengo;Palmeiras;Ney Franco;Caio Júnior;16;4;550000;3750000;26.2;26.7;2;4;1;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Jornalista Mário Filho;Wallace Nascimento Valente;12132;;Fluminense;Cruzeiro;Renato Gaúcho;Dorival Júnior;11;10;7200000;5750000;24.4;24.1;2;2;1;2;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Cícero Pompeu de Toledo;Marcelo de Lima Henrique;0;;São Paulo;Goiás EC;;;5;17;;;;;2;0;2;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Adelmar da Costa Carvalho;Antonio Hora Filho;23273;;Sport Recife;Santos FC;Giba;Vanderlei Luxemburgo;2;19;2750000;5350000;26.2;24.4;4;1;3;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Governador Magalhães Pinto;Elmo Alves Resende Cunha;5116;;Atlético-MG;Náutico;Tico dos Santos;Paulo César Gusmão;7;13;1650000;500000;24.6;26.4;2;1;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio Municipal Paulo Machado de Carvalho;Alício Pena Junior;5806;;Corinthians;Juventude;;;8;15;;;;;1;0;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;03/05/2007;1;Estádio João Cláudio de Vasconcelos Machado;Washington José Alves de Souza;26469;;América-RN;Vasco da Gama;;;14;9;;;;;0;1;0;0;1;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;20/05/2007;2;Allianz Parque;Lourival Dias Lima Filho;19047;;Palmeiras;Figueirense FC;Caio Júnior;Mário Sérgio;4;18;3750000;50000;26.6;23.2;2;1;2;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Arena da Baixada;Clever Assunção Gonçalves;8932;;Atlético-PR;Internacional;;;1;12;;;;;2;1;1;1;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio Alfredo Jaconi;Cleber Wellington Abade;3366;;Juventude;Paraná;;;15;3;;;;;1;2;0;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio São Januário;Giulliano Bozzano;16682;;Vasco da Gama;Sport Recife;Celso Roth;Giba;9;2;750000;2750000;26.4;26.0;3;1;2;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio Urbano Caldeira;Washington José Alves de Souza;3093;;Santos FC;América-RN;;;19;14;;;;;2;3;2;1;3;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio Olímpico Monumental;Alício Pena Junior;14968;;Grêmio;Fluminense;Mano Menezes;Renato Gaúcho;20;11;3000000;7700000;28.0;24.0;2;0;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio Jornalista Mário Filho;Evandro Rogerio Roman;5991;;Botafogo;Atlético-MG;;;6;7;;;;;2;1;1;0;3;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio Eládio de Barros Carvalho;Washington José Alves de Souza;18512;;Náutico;São Paulo;Paulo César Gusmão;Muricy Ramalho;13;5;500000;11400000;26.2;25.9;1;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio Governador Magalhães Pinto;Luís Antônio Silva Santos;17702;;Cruzeiro;Corinthians;;;10;8;;;;;0;3;0;1;3;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;20/05/2007;2;Estádio do Governo do Estado de Goiás;Sergio da Silva Carvalho;21971;;Goiás EC;Flamengo;;;17;16;;;;;1;3;0;1;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Arena da Baixada;Wagner Tardelli Azevedo;13311;;Atlético-PR;Santos FC;;;1;19;;;;;0;1;0;1;2;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Olímpico Monumental;William Marcelo Souza Nery;31606;;Grêmio;Sport Recife;Mano Menezes;Giba;13;7;7950000;2250000;28.2;26.5;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Jornalista Mário Filho;Héber Lopes;12321;;Flamengo;Botafogo;Ney Franco;Cuca;9;6;500000;300000;26.7;25.9;2;2;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Jornalista Mário Filho;Evandro Rogerio Roman;4291;;Fluminense;Internacional;Renato Gaúcho;Alexandre Gallo;14;16;900000;10600000;23.8;25.4;3;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Cícero Pompeu de Toledo;Elvecio Zequetto;21580;;Corinthians;Atlético-MG;;;3;10;;;;;0;0;0;0;2;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Cícero Pompeu de Toledo;Salvio Fagundes Filho;20873;;São Paulo;Palmeiras;Muricy Ramalho;Caio Júnior;8;4;11400000;3750000;25.9;26.7;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Eládio de Barros Carvalho;Domingos de Jesus Viana Filho;15503;;Náutico;Vasco da Gama;Paulo César Gusmão;Celso Roth;12;5;500000;550000;26.2;25.1;2;2;0;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio Governador Magalhães Pinto;João Alberto Gomes Duarte;9092;;Cruzeiro;Paraná;;;15;2;;;;;3;4;1;1;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio do Governo do Estado de Goiás;Álvaro Azeredo Quelhas;9127;;Goiás EC;Juventude;Paulo Bonamigo;Beto Almeida;20;17;500000;850000;27.6;27.6;3;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/05/2007;3;Estádio João Cláudio de Vasconcelos Machado;Cláudio Luciano Mercante Júnior;11107;;América-RN;Figueirense FC;;;11;18;;;;;0;1;0;1;1;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;03/06/2007;4;Allianz Parque;Wagner Tardelli Azevedo;13381;;Palmeiras;Cruzeiro;Caio Júnior;Dorival Júnior;4;18;3000000;100000;26.5;23.0;1;3;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Beira-Rio;Paulo Henrique de Godoy Bezerra;12286;;Internacional;Náutico;Alexandre Gallo;Paulo César Gusmão;20;11;8550000;500000;28.3;27.2;2;0;2;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Alfredo Jaconi;Luiz Alberto Sardinha Bites;4038;;Juventude;América-RN;;;19;14;;;;;3;0;1;0;2;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Urbano Caldeira;Wilson Luiz Seneme;10736;;Santos FC;Corinthians;;;17;2;;;;;1;1;0;1;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Orlando Scarpelli;Marcelo de Lima Henrique;10989;;Figueirense FC;Goiás EC;Mário Sérgio;Paulo Bonamigo;16;15;350000;500000;22.9;27.7;2;1;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Durival Britto e Silva;Leonardo Gaciba da Silva;10795;;Paraná;São Paulo;;;1;9;;;;;0;1;0;0;2;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Jornalista Mário Filho;Paulo César de Oliveira;12681;;Botafogo;Grêmio;Cuca;Mano Menezes;5;7;300000;8200000;27.5;27.3;3;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Jornalista Mário Filho;Alício Pena Junior;12693;;Vasco da Gama;Fluminense;Celso Roth;Renato Gaúcho;3;8;700000;900000;26.5;23.8;1;1;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Adelmar da Costa Carvalho;Evandro Rogerio Roman;33767;;Sport Recife;Flamengo;Giba;Ney Franco;13;10;1550000;500000;26.5;26.7;2;2;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;03/06/2007;4;Estádio Governador Magalhães Pinto;Domingos de Jesus Viana Filho;11398;;Atlético-MG;Atlético-PR;;;12;6;;;;;1;1;0;0;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Allianz Parque;Evandro Rogerio Roman;21322;;Palmeiras;Botafogo;Caio Júnior;Cuca;7;1;3750000;300000;24.9;27.2;1;1;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Arena da Baixada;Wilson Souza de Mendonça;7196;;Atlético-PR;Goiás EC;;;5;18;;;;;0;3;0;2;2;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio Beira-Rio;Luís Antônio Silva Santos;3220;;Internacional;Santos FC;Alexandre Gallo;Vanderlei Luxemburgo;19;16;9750000;7550000;27.5;25.1;1;0;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio São Januário;Wilson Luiz Seneme;15519;;Vasco da Gama;Grêmio;Celso Roth;Mano Menezes;4;9;200000;3250000;26.4;26.1;4;0;3;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio Orlando Scarpelli;Alício Pena Junior;14363;;Figueirense FC;Flamengo;Mário Sérgio;Ney Franco;8;11;1100000;3250000;24.5;26.7;4;0;3;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio Jornalista Mário Filho;Giulliano Bozzano;35848;;Fluminense;Sport Recife;Renato Gaúcho;Giba;10;13;3500000;2050000;26.1;25.1;3;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio Cícero Pompeu de Toledo;Sergio da Silva Carvalho;22996;;São Paulo;Atlético-MG;Muricy Ramalho;Zetti;6;12;11450000;1650000;26.4;24.4;0;1;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio Eládio de Barros Carvalho;João Alberto Gomes Duarte;11226;;Náutico;Paraná;;;15;2;;;;;4;4;1;3;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio Governador Magalhães Pinto;José Henrique de Carvalho;8038;;Cruzeiro;Juventude;;;14;17;;;;;2;3;1;2;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;10/06/2007;5;Estádio João Cláudio de Vasconcelos Machado;Wallace Nascimento Valente;20208;;América-RN;Corinthians;;;20;3;;;;;1;2;1;0;1;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;14/06/2007;12;Estádio Jornalista Mário Filho;Paulo César de Oliveira;25287;;Botafogo;Vasco da Gama;;;1;5;;;;;4;0;2;0;3;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Arena da Baixada;Carlos Simon;7574;;Atlético-PR;Fluminense;;;10;6;;;;;1;1;1;0;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Alfredo Jaconi;William Marcelo Souza Nery;5011;;Juventude;Santos FC;Beto Almeida;Vanderlei Luxemburgo;12;19;850000;6000000;27.5;24.3;0;2;0;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Olímpico Monumental;Cleber Wellington Abade;9599;;Grêmio;Cruzeiro;Mano Menezes;Dorival Júnior;14;17;3250000;100000;26.8;23.3;0;2;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Jornalista Mário Filho;Luiz Alberto Sardinha Bites;25967;;Botafogo;Náutico;;;2;15;;;;;3;1;1;0;3;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Jornalista Mário Filho;Héber Lopes;15358;;Flamengo;Internacional;Ney Franco;Alexandre Gallo;16;13;1400000;5750000;24.8;28.0;2;2;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Cícero Pompeu de Toledo;Wagner Tardelli Azevedo;40182;;Corinthians;Paraná;;;3;4;;;;;0;0;0;0;2;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Cícero Pompeu de Toledo;Evandro Rogerio Roman;9065;;São Paulo;Vasco da Gama;;;9;1;;;;;2;0;2;0;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Adelmar da Costa Carvalho;Marco Antônio da Silva Sampaio;21067;;Sport Recife;América-RN;;;18;20;;;;;2;2;1;2;2;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio Governador Magalhães Pinto;Leandro Pedro Vuaden;15554;;Atlético-MG;Figueirense FC;Zetti;Mário Sérgio;8;5;1650000;800000;24.4;24.1;4;1;3;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;17/06/2007;6;Estádio do Governo do Estado de Goiás;Elvecio Zequetto;10523;;Goiás EC;Palmeiras;Paulo Bonamigo;Caio Júnior;11;7;500000;3000000;26.7;25.8;3;1;2;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Allianz Parque;Álvaro Azeredo Quelhas;17552;;Palmeiras;Atlético-PR;Caio Júnior;Antônio Lopes;11;10;2500000;1650000;26.9;24.5;0;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio Beira-Rio;Wilson Luiz Seneme;30372;;Internacional;Grêmio;Alexandre Gallo;Mano Menezes;13;17;5750000;7950000;28.3;28.7;0;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio Alfredo Jaconi;Gutemberg de Paula Fonseca;4656;;Juventude;Figueirense FC;Beto Almeida;Alexandre Gallo;15;9;850000;850000;27.6;23.9;1;1;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio Urbano Caldeira;Paulo César de Oliveira;8703;;Santos FC;São Paulo;Vanderlei Luxemburgo;Muricy Ramalho;14;6;6000000;15200000;24.3;25.8;0;2;0;2;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio Durival Britto e Silva;Elmo Alves Resende Cunha;11259;;Paraná;Sport Recife;Pintado;Geninho;4;18;1000000;2250000;26.8;26.0;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio Eládio de Barros Carvalho;Lourival Dias Lima Filho;10397;;Náutico;Goiás EC;;;19;8;;;;;0;2;0;0;3;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio Governador Magalhães Pinto;Héber Lopes;36746;;Cruzeiro;Atlético-MG;Dorival Júnior;Zetti;12;5;100000;1650000;23.8;24.4;4;2;2;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;24/06/2007;7;Estádio João Cláudio de Vasconcelos Machado;Clever Assunção Gonçalves;10061;;América-RN;Fluminense;;;20;7;;;;;0;1;0;1;1;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Beira-Rio;Wagner Tardelli Azevedo;11475;;Internacional;Atlético-MG;Alexandre Gallo;Zetti;16;9;3250000;1650000;28.2;24.8;1;1;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Urbano Caldeira;Alício Pena Junior;3824;;Santos FC;Grêmio;Vanderlei Luxemburgo;Mano Menezes;17;13;3000000;9450000;24.0;27.1;0;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Orlando Scarpelli;Luís Antônio Silva Santos;11605;;Figueirense FC;São Paulo;Mário Sérgio;Muricy Ramalho;11;4;850000;15750000;23.7;25.3;0;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Durival Britto e Silva;Héber Lopes;6462;;Paraná;Atlético-PR;Pintado;Antônio Lopes;3;8;1000000;1650000;26.6;24.7;2;2;2;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Olímpico Nilton Santos;Evandro Rogerio Roman;43810;;Fluminense;Botafogo;;;5;2;;;;;1;2;1;0;3;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Cícero Pompeu de Toledo;Wilson Luiz Seneme;28395;;Corinthians;Palmeiras;Paulo César Carpegiani;Caio Júnior;1;14;200000;2500000;23.2;25.6;0;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Adelmar da Costa Carvalho;Wilson Souza de Mendonça;22704;;Sport Recife;Náutico;Geninho;Paulo César Gusmão;18;19;1550000;750000;26.2;28.3;4;1;2;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio Governador Magalhães Pinto;Lourival Dias Lima Filho;37667;;Cruzeiro;Vasco da Gama;Dorival Júnior;Celso Roth;10;7;100000;50000;24.5;24.8;3;1;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;30/06/2007;8;Estádio João Cláudio de Vasconcelos Machado;Antonio Hora Filho;5712;;América-RN;Goiás EC;;;20;6;;;;;0;3;0;1;1;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;04/07/2007;9;Allianz Parque;Domingos de Jesus Viana Filho;13049;;Palmeiras;América-RN;;;13;20;;;;;2;0;2;0;2;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Arena da Baixada;Marcelo de Lima Henrique;6156;;Atlético-PR;Náutico;Antônio Lopes;Roberto Fernandes;8;19;1650000;750000;24.4;26.4;1;1;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio São Januário;Paulo Henrique de Godoy Bezerra;2379;;Vasco da Gama;Santos FC;Celso Roth;Vanderlei Luxemburgo;11;17;750000;4500000;24.9;23.9;4;0;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio Orlando Scarpelli;Djalma José Beltrami Teixeira;7570;;Figueirense FC;Cruzeiro;Mário Sérgio;Dorival Júnior;12;6;800000;100000;23.9;23.4;2;1;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio Olímpico Monumental;Leonardo Gaciba da Silva;13603;;Grêmio;Juventude;Mano Menezes;Beto Almeida;14;18;9450000;1700000;27.7;26.1;3;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio Cícero Pompeu de Toledo;Elvecio Zequetto;11423;;São Paulo;Internacional;Muricy Ramalho;Alexandre Gallo;5;16;15700000;5750000;25.8;28.2;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio Adelmar da Costa Carvalho;Washington José Alves de Souza;32337;;Sport Recife;Corinthians;Geninho;Paulo César Carpegiani;15;4;1550000;200000;26.2;23.4;2;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio Governador Magalhães Pinto;Sergio da Silva Carvalho;21370;;Atlético-MG;Flamengo;Zetti;Ney Franco;9;10;1650000;1400000;25.5;27.1;1;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio do Governo do Estado de Goiás;Clever Assunção Gonçalves;22835;;Goiás EC;Botafogo;Paulo Bonamigo;Cuca;2;1;500000;300000;27.3;27.3;1;1;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/07/2007;9;Estádio General Sílvio Raulino de Oliveira;Paulo César de Oliveira;4397;;Fluminense;Paraná;;;7;3;;;;;0;0;0;0;3;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;07/07/2007;10;;Sergio da Silva Carvalho;24923;;Botafogo;Atlético-PR;;;1;11;;;;;2;0;1;0;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Beira-Rio;Cláudio Luciano Mercante Júnior;7271;;Internacional;Figueirense FC;Alexandre Gallo;Mário Sérgio;16;7;5750000;850000;29.2;22.9;2;1;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Alfredo Jaconi;Salvio Fagundes Filho;4326;;Juventude;Vasco da Gama;Flávio Campos;Celso Roth;18;6;100000;750000;27.0;25.0;2;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Urbano Caldeira;Wagner Tardelli Azevedo;3414;;Santos FC;Cruzeiro;Vanderlei Luxemburgo;Dorival Júnior;17;10;3000000;100000;24.6;23.4;4;1;3;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Durival Britto e Silva;Wagner dos Santos Rosa;3790;;Paraná;América-RN;;;4;20;;;;;0;1;0;0;2;1;N�o Tem;Empate;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Cícero Pompeu de Toledo;Evandro Rogerio Roman;16797;;São Paulo;Flamengo;Muricy Ramalho;Ney Franco;2;13;15750000;1250000;25.8;26.3;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Eládio de Barros Carvalho;Djalma José Beltrami Teixeira;11015;;Náutico;Palmeiras;Roberto Fernandes;Caio Júnior;19;8;750000;2500000;26.3;25.3;0;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Governador Magalhães Pinto;José Henrique de Carvalho;13458;;Atlético-MG;Grêmio;Zetti;Mano Menezes;12;14;400000;9450000;25.2;27.7;0;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio do Governo do Estado de Goiás;Leandro Pedro Vuaden;9336;;Goiás EC;Sport Recife;Paulo Bonamigo;Geninho;3;15;500000;2250000;27.4;26.1;3;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;07/07/2007;10;Estádio Municipal Paulo Machado de Carvalho;Leonardo Gaciba da Silva;8684;;Corinthians;Fluminense;;;5;9;;;;;1;1;0;1;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Alfredo Jaconi;Giulliano Bozzano;2544;;Juventude;Náutico;Flávio Campos;Roberto Fernandes;18;20;100000;750000;27.0;26.2;1;1;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio São Januário;Cleber Wellington Abade;2182;;Vasco da Gama;Atlético-PR;Celso Roth;Antônio Lopes;8;13;750000;1650000;25.5;23.6;1;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Urbano Caldeira;Leonardo Gaciba da Silva;12554;;Santos FC;Botafogo;;;17;1;;;;;3;0;0;0;3;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Olímpico Monumental;Clever Assunção Gonçalves;19567;;Grêmio;Palmeiras;Mano Menezes;Caio Júnior;7;4;9450000;5000000;26.5;25.6;1;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Durival Britto e Silva;João Alberto Gomes Duarte;3419;;Paraná;Figueirense FC;;;5;11;;;;;1;2;0;2;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Cícero Pompeu de Toledo;Paulo César de Oliveira;19831;;Corinthians;São Paulo;Paulo César Carpegiani;Muricy Ramalho;6;3;200000;17700000;23.5;25.9;1;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Adelmar da Costa Carvalho;Luís Antônio Silva Santos;24595;;Sport Recife;Atlético-MG;Geninho;Zetti;15;12;1550000;1650000;26.1;24.3;2;0;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio Governador Magalhães Pinto;Gutemberg de Paula Fonseca;26857;;Cruzeiro;Goiás EC;Dorival Júnior;Paulo Bonamigo;14;2;1350000;500000;23.8;27.3;2;1;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;14/07/2007;11;Estádio João Cláudio de Vasconcelos Machado;Wilson Souza de Mendonça;14402;;América-RN;Internacional;;;19;16;;;;;1;2;1;0;1;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;18/07/2007;12;Estádio Orlando Scarpelli;Álvaro Azeredo Quelhas;5851;;Figueirense FC;Sport Recife;Mário Sérgio;Geninho;8;13;850000;1550000;24.1;26.2;0;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/07/2007;12;Arena da Baixada;Rodrigo Martins Cintra;5242;;Atlético-PR;Juventude;Antônio Lopes;Flávio Campos;16;18;400000;100000;24.4;25.5;4;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
